Close,StockExchange,Ticker,Time
54.4,hnx,DTD,11/01/2022
9.5,hnx,KLF,11/01/2022
13.1,hnx,TVD,11/01/2022
15.2,hnx,HBS,11/01/2022
17.2,hnx,NBC,11/01/2022
13.9,hnx,DST,11/01/2022
16.4,hnx,MBG,11/01/2022
25.2,hnx,S99,11/01/2022
37.4,hnx,MBS,11/01/2022
50.8,hnx,PLC,11/01/2022
50.8,hnx,VC2,11/01/2022
13.8,hnx,NSH,11/01/2022
31.1,hnx,DDG,11/01/2022
10.3,hnx,SD6,11/01/2022
91.6,hnx,CEO,11/01/2022
9.6,hnx,HOM,11/01/2022
11.9,hnx,BTS,11/01/2022
10,hnx,CTC,11/01/2022
29.4,hnx,CMS,11/01/2022
8.6,hnx,SVN,11/01/2022
60.7,hnx,NTP,11/01/2022
8.6,hnx,TTH,11/01/2022
47.5,hnx,IDJ,11/01/2022
77.2,hnx,IDC,11/01/2022
18.2,hnx,NDN,11/01/2022
39.5,hnx,NVB,11/01/2022
8.3,hnx,KVC,11/01/2022
20.8,hnx,SDA,11/01/2022
10,hnx,PV2,11/01/2022
58.6,hnx,VC3,11/01/2022
27.5,hnx,PVS,11/01/2022
11.5,hnx,TC6,11/01/2022
26,hnx,TIG,11/01/2022
14,hnx,PBP,11/01/2022
52.2,hnx,GKM,11/01/2022
38.2,hnx,BVS,11/01/2022
12.5,hnx,CVN,11/01/2022
29.4,hnx,VC7,11/01/2022
21.5,hnx,DVG,11/01/2022
21,hnx,DXP,11/01/2022
13,hnx,BII,11/01/2022
13.9,hnx,PVG,11/01/2022
18.9,hnx,PVL,11/01/2022
14.4,hnx,TDT,11/01/2022
21.1,hnx,TVC,11/01/2022
14.3,hnx,AMV,11/01/2022
17.8,hnx,C69,11/01/2022
79.5,hnx,KSF,11/01/2022
131,hnx,CSC,11/01/2022
38,hnx,BNA,11/01/2022
20.1,upcom,PAS,11/01/2022
51.9,upcom,HMS,11/01/2022
16.8,upcom,ANT,11/01/2022
42.8,upcom,VEA,11/01/2022
21.4,upcom,TL4,11/01/2022
8.6,upcom,VE9,11/01/2022
8.2,upcom,SDP,11/01/2022
25.2,upcom,HU4,11/01/2022
13.8,upcom,HNA,11/01/2022
20.5,upcom,SGB,11/01/2022
26.5,upcom,DNW,11/01/2022
41.7,upcom,DGT,11/01/2022
25.5,upcom,DFF,11/01/2022
14,upcom,VHG,11/01/2022
40.4,upcom,PGV,11/01/2022
33.5,upcom,PGB,11/01/2022
9.1,upcom,BVG,11/01/2022
25.2,upcom,VNP,11/01/2022
28.6,upcom,VGT,11/01/2022
8.3,upcom,VNH,11/01/2022
22.1,upcom,VNB,11/01/2022
30.7,upcom,VNA,11/01/2022
31.8,upcom,VGI,11/01/2022
16.1,upcom,HAC,11/01/2022
19.8,upcom,NAB,11/01/2022
5.8,upcom,KSH,11/01/2022
10.2,upcom,VLG,11/01/2022
16.7,upcom,XMC,11/01/2022
46.7,upcom,QNS,11/01/2022
16,upcom,TVN,11/01/2022
9.1,upcom,PXT,11/01/2022
16.3,upcom,PFL,11/01/2022
11.2,upcom,STH,11/01/2022
10,upcom,TNS,11/01/2022
16.1,upcom,VFS,11/01/2022
34.8,upcom,LTG,11/01/2022
13.6,upcom,MVC,11/01/2022
18,upcom,VBB,11/01/2022
15.2,upcom,AFX,11/01/2022
15.1,upcom,AMS,11/01/2022
10.2,upcom,LMH,11/01/2022
8.5,upcom,BTN,11/01/2022
27.6,upcom,MSR,11/01/2022
23.1,upcom,BMS,11/01/2022
23.1,upcom,BSR,11/01/2022
24.7,upcom,DVN,11/01/2022
26.2,upcom,G36,11/01/2022
43.1,upcom,MPC,11/01/2022
56.5,upcom,APF,11/01/2022
9.5,upcom,SD3,11/01/2022
18.7,upcom,PVP,11/01/2022
28.6,upcom,VOC,11/01/2022
29.2,upcom,AAS,11/01/2022
21.9,upcom,BVB,11/01/2022
14.7,upcom,BOT,11/01/2022
48.7,upcom,VCR,11/01/2022
17.2,upcom,SBS,11/01/2022
22.3,upcom,TCI,11/01/2022
30.9,upcom,C4G,11/01/2022
12.8,upcom,TIS,11/01/2022
80,upcom,TBD,11/01/2022
39.4,upcom,HD6,11/01/2022
30,upcom,NDT,11/01/2022
21.2,upcom,ABB,11/01/2022
11.4,upcom,BCA,11/01/2022
12.2,upcom,LPT,11/01/2022
16.5,upcom,EIN,11/01/2022
24.3,upcom,CBI,11/01/2022
32.9,upcom,SGP,11/01/2022
114.9,upcom,SSH,11/01/2022
86.6,upcom,CTR,11/01/2022
9.7,upcom,CDO,11/01/2022
14.5,upcom,ILA,11/01/2022
18.1,upcom,OIL,11/01/2022
35.8,upcom,MLS,11/01/2022
15.2,upcom,VGV,11/01/2022
17.4,upcom,DRI,11/01/2022
19.6,upcom,QTP,11/01/2022
23.4,upcom,DDV,11/01/2022
70.3,upcom,VTP,11/01/2022
27.8,upcom,SGI,11/01/2022
10,upcom,SD7,11/01/2022
27.3,upcom,PRT,11/01/2022
10.3,upcom,SRT,11/01/2022
9.1,upcom,SRB,11/01/2022
25.9,upcom,SKH,11/01/2022
9.4,upcom,SDD,11/01/2022
13.8,upcom,HSV,11/01/2022
25,upcom,KLB,11/01/2022
14,upcom,NED,11/01/2022
9.6,upcom,KHB,11/01/2022
17.8,upcom,VAB,11/01/2022
14.2,upcom,CEN,11/01/2022
27.8,upcom,CLX,11/01/2022
22.6,upcom,TTN,11/01/2022
21.4,upcom,PVM,11/01/2022
8.7,upcom,HTE,11/01/2022
60.2,upcom,TID,11/01/2022
16.9,upcom,CST,11/01/2022
16,upcom,VTD,11/01/2022
33.1,hose,ACB,12/01/2022
34.7,hose,APH,12/01/2022
22,hose,ASM,12/01/2022
79.9,hose,BCM,12/01/2022
60.3,hose,BHN,12/01/2022
42.15,hose,BID,12/01/2022
58,hose,BMP,12/01/2022
54,hose,BVH,12/01/2022
44.7,hose,BWE,12/01/2022
52.7,hose,CII,12/01/2022
112,hose,CTD,12/01/2022
34.15,hose,CTG,12/01/2022
72,hose,DBC,12/01/2022
31.2,hose,DCM,12/01/2022
149.9,hose,DGC,12/01/2022
121,hose,DGW,12/01/2022
83.9,hose,DHC,12/01/2022
101.2,hose,DHG,12/01/2022
111.5,hose,DIG,12/01/2022
44.5,hose,DPM,12/01/2022
37.2,hose,DXG,12/01/2022
33.8,hose,EIB,12/01/2022
18.55,hose,FLC,12/01/2022
89.6,hose,FPT,12/01/2022
108,hose,GAS,12/01/2022
24.6,hose,GEG,12/01/2022
45.9,hose,GEX,12/01/2022
44.35,hose,GMD,12/01/2022
19.4,hose,GTN,12/01/2022
37,hose,GVR,12/01/2022
14.85,hose,HAG,12/01/2022
31,hose,HBC,12/01/2022
42.65,hose,HCM,12/01/2022
30.95,hose,HDB,12/01/2022
62.5,hose,HDG,12/01/2022
11.15,hose,HHS,12/01/2022
12,hose,HNG,12/01/2022
46.2,hose,HPG,12/01/2022
33.5,hose,HPX,12/01/2022
9.3,hose,HQC,12/01/2022
35.2,hose,HSG,12/01/2022
23.5,hose,HT1,12/01/2022
22.95,hose,HVN,12/01/2022
32,hose,IJC,12/01/2022
76,hose,IMP,12/01/2022
16.75,hose,ITA,12/01/2022
58.9,hose,KBC,12/01/2022
53.2,hose,KDC,12/01/2022
53.7,hose,KDH,12/01/2022
31.5,hose,KOS,12/01/2022
21.9,hose,LPB,12/01/2022
29.2,hose,MBB,12/01/2022
28,hose,MSB,12/01/2022
144.9,hose,MSN,12/01/2022
136,hose,MWG,12/01/2022
57.5,hose,NLG,12/01/2022
25.7,hose,NT2,12/01/2022
83.8,hose,NVL,12/01/2022
27,hose,OCB,12/01/2022
35,hose,PAN,12/01/2022
38.1,hose,PC1,12/01/2022
90,hose,PDR,12/01/2022
82,hose,PHR,12/01/2022
54.8,hose,PLX,12/01/2022
92.7,hose,PNJ,12/01/2022
14,hose,POM,12/01/2022
18.15,hose,POW,12/01/2022
23.6,hose,PPC,12/01/2022
14.9,hose,PTL,12/01/2022
31.55,hose,PVD,12/01/2022
23.9,hose,PVT,12/01/2022
66.1,hose,REE,12/01/2022
152.8,hose,SAB,12/01/2022
25.15,hose,SAM,12/01/2022
25.5,hose,SBT,12/01/2022
157.3,hose,SCS,12/01/2022
84,hose,SJS,12/01/2022
50.5,hose,SSI,12/01/2022
34.7,hose,STB,12/01/2022
66,hose,SZC,12/01/2022
50.4,hose,TCB,12/01/2022
24.4,hose,TCH,12/01/2022
64.5,hose,TCM,12/01/2022
20,hose,TNA,12/01/2022
43,hose,TPB,12/01/2022
80,hose,VCB,12/01/2022
52.3,hose,VCG,12/01/2022
66,hose,VCI,12/01/2022
54,hose,VGC,12/01/2022
63.9,hose,VHC,12/01/2022
83.6,hose,VHM,12/01/2022
46.95,hose,VIB,12/01/2022
100.8,hose,VIC,12/01/2022
32,hose,VIX,12/01/2022
123.2,hose,VJC,12/01/2022
76.4,hose,VND,12/01/2022
83.1,hose,VNM,12/01/2022
35.4,hose,VPB,12/01/2022
58.1,hose,VPI,12/01/2022
36,hose,VRE,12/01/2022
11.8,hnx,VHE,12/01/2022
10.3,hnx,SPI,12/01/2022
16.6,hnx,WSS,12/01/2022
17.7,hnx,LIG,12/01/2022
13.4,hnx,THT,12/01/2022
41.5,hnx,VGS,12/01/2022
33.8,hnx,APS,12/01/2022
9,hnx,FID,12/01/2022
9,hnx,HHG,12/01/2022
10.7,hnx,NST,12/01/2022
17.3,hnx,MST,12/01/2022
49.3,hnx,SHS,12/01/2022
25.8,hnx,PHP,12/01/2022
32.5,hnx,PSD,12/01/2022
22.2,hnx,AAV,12/01/2022
10.1,hnx,ITQ,12/01/2022
18.3,hnx,LAS,12/01/2022
12,hnx,SRA,12/01/2022
12.5,hnx,SD5,12/01/2022
24.1,hnx,NRC,12/01/2022
39.6,hnx,EVS,12/01/2022
10.9,hnx,OCH,12/01/2022
9.1,hnx,KSQ,12/01/2022
22.5,hnx,BAB,12/01/2022
47.5,hnx,PVI,12/01/2022
10.2,hnx,MAC,12/01/2022
13.7,hnx,ART,12/01/2022
18.5,hnx,PSI,12/01/2022
12,hnx,NDX,12/01/2022
17.6,hnx,VIG,12/01/2022
31.7,hnx,TNG,12/01/2022
19.5,hnx,HUT,12/01/2022
10.4,hnx,PCG,12/01/2022
110.1,hnx,VCS,12/01/2022
258,hnx,THD,12/01/2022
8.5,hnx,MCO,12/01/2022
34.5,hnx,SCI,12/01/2022
11.7,hnx,VKC,12/01/2022
17,hnx,PVC,12/01/2022
17.3,hnx,IVS,12/01/2022
14.4,hnx,VC9,12/01/2022
13.8,hnx,TA9,12/01/2022
14,hnx,X20,12/01/2022
42.5,hnx,TAR,12/01/2022
9,hnx,VTV,12/01/2022
14.2,hnx,SD9,12/01/2022
23,hnx,BCC,12/01/2022
63.6,hnx,API,12/01/2022
13.7,hnx,NSH,12/01/2022
34.2,hnx,DDG,12/01/2022
51.9,hnx,DTD,12/01/2022
8.6,hnx,KLF,12/01/2022
13.2,hnx,TVD,12/01/2022
23.9,hnx,S99,12/01/2022
38.5,hnx,MBS,12/01/2022
50,hnx,PLC,12/01/2022
15,hnx,HBS,12/01/2022
16.4,hnx,NBC,12/01/2022
13.8,hnx,DST,12/01/2022
16.4,hnx,MBG,12/01/2022
9.3,hnx,SD6,12/01/2022
82.5,hnx,CEO,12/01/2022
9.4,hnx,HOM,12/01/2022
11.5,hnx,BTS,12/01/2022
9.6,hnx,CTC,12/01/2022
31.1,hnx,CMS,12/01/2022
14.1,hnx,DL1,12/01/2022
13.7,hnx,NAG,12/01/2022
49.9,hnx,VC2,12/01/2022
11.7,hnx,CVN,12/01/2022
27.2,hnx,VC7,12/01/2022
21.2,hnx,DVG,12/01/2022
8,hnx,KVC,12/01/2022
18.8,hnx,SDA,12/01/2022
9,hnx,PV2,12/01/2022
20.7,hnx,DXP,12/01/2022
44.6,hnx,IDJ,12/01/2022
71.5,hnx,IDC,12/01/2022
17.4,hnx,NDN,12/01/2022
39,hnx,NVB,12/01/2022
8.6,hnx,SVN,12/01/2022
60.7,hnx,NTP,12/01/2022
8.3,hnx,TTH,12/01/2022
56.5,hnx,VC3,12/01/2022
28.5,hnx,PVS,12/01/2022
11.1,hnx,TC6,12/01/2022
24.5,hnx,TIG,12/01/2022
13.9,hnx,PBP,12/01/2022
51.8,hnx,GKM,12/01/2022
38,hnx,BVS,12/01/2022
13.9,hnx,TDT,12/01/2022
21.6,hnx,TVC,12/01/2022
13.5,hnx,AMV,12/01/2022
17.3,hnx,C69,12/01/2022
77.8,hnx,KSF,12/01/2022
127.8,hnx,CSC,12/01/2022
38.4,hnx,BNA,12/01/2022
12.5,hnx,BII,12/01/2022
13.8,hnx,PVG,12/01/2022
17.1,hnx,PVL,12/01/2022
16.8,upcom,ANT,12/01/2022
20.3,upcom,PAS,12/01/2022
42.5,upcom,VEA,12/01/2022
20,upcom,TL4,12/01/2022
7.9,upcom,VE9,12/01/2022
7.4,upcom,SDP,12/01/2022
23.5,upcom,HU4,12/01/2022
13.8,upcom,HNA,12/01/2022
20,upcom,SGB,12/01/2022
49.5,upcom,HMS,12/01/2022
26.6,upcom,MSR,12/01/2022
22.6,upcom,BMS,12/01/2022
8.3,upcom,BVG,12/01/2022
24.6,upcom,VNP,12/01/2022
27.2,upcom,VGT,12/01/2022
7.7,upcom,VNH,12/01/2022
21.4,upcom,VNB,12/01/2022
29.5,upcom,VNA,12/01/2022
31.1,upcom,VGI,12/01/2022
14.3,upcom,PFL,12/01/2022
11,upcom,STH,12/01/2022
9.5,upcom,TNS,12/01/2022
15.9,upcom,HAC,12/01/2022
19.8,upcom,NAB,12/01/2022
16,upcom,VFS,12/01/2022
34.1,upcom,LTG,12/01/2022
13.1,upcom,MVC,12/01/2022
17.9,upcom,VBB,12/01/2022
26.4,upcom,DNW,12/01/2022
40.8,upcom,DGT,12/01/2022
25.5,upcom,DFF,12/01/2022
12.4,upcom,VHG,12/01/2022
5.8,upcom,KSH,12/01/2022
10,upcom,VLG,12/01/2022
15.9,upcom,XMC,12/01/2022
45.8,upcom,QNS,12/01/2022
15.9,upcom,TVN,12/01/2022
8.4,upcom,PXT,12/01/2022
39.4,upcom,PGV,12/01/2022
33.2,upcom,PGB,12/01/2022
14.9,upcom,AFX,12/01/2022
14.7,upcom,AMS,12/01/2022
9.6,upcom,LMH,12/01/2022
7.6,upcom,BTN,12/01/2022
28,upcom,VOC,12/01/2022
55.3,upcom,APF,12/01/2022
42.3,upcom,MPC,12/01/2022
28.5,upcom,AAS,12/01/2022
21.9,upcom,BVB,12/01/2022
13.8,upcom,BOT,12/01/2022
23.7,upcom,BSR,12/01/2022
23.6,upcom,DVN,12/01/2022
26,upcom,G36,12/01/2022
8.8,upcom,SD3,12/01/2022
18.6,upcom,PVP,12/01/2022
15.9,upcom,EIN,12/01/2022
24.2,upcom,CBI,12/01/2022
32.6,upcom,SGP,12/01/2022
21.8,upcom,TCI,12/01/2022
30.7,upcom,C4G,12/01/2022
12.4,upcom,TIS,12/01/2022
80,upcom,TBD,12/01/2022
28.6,upcom,NDT,12/01/2022
37.6,upcom,HD6,12/01/2022
47.3,upcom,VCR,12/01/2022
17.1,upcom,SBS,12/01/2022
21,upcom,ABB,12/01/2022
11.2,upcom,BCA,12/01/2022
12.3,upcom,LPT,12/01/2022
27.4,upcom,SGI,12/01/2022
9.9,upcom,SD7,12/01/2022
24.8,upcom,PRT,12/01/2022
8.9,upcom,SRT,12/01/2022
8.5,upcom,SRB,12/01/2022
26,upcom,SKH,12/01/2022
8.6,upcom,SDD,12/01/2022
35.1,upcom,MLS,12/01/2022
12.7,upcom,ILA,12/01/2022
18.8,upcom,OIL,12/01/2022
114.1,upcom,SSH,12/01/2022
84.7,upcom,CTR,12/01/2022
8.6,upcom,CDO,12/01/2022
14.5,upcom,VGV,12/01/2022
16.6,upcom,DRI,12/01/2022
19.3,upcom,QTP,12/01/2022
23.2,upcom,DDV,12/01/2022
70.9,upcom,VTP,12/01/2022
17.8,upcom,VAB,12/01/2022
12.9,upcom,CEN,12/01/2022
27.2,upcom,CLX,12/01/2022
24.4,upcom,TTN,12/01/2022
21,upcom,PVM,12/01/2022
8.6,upcom,HTE,12/01/2022
61.1,upcom,TID,12/01/2022
16.4,upcom,CST,12/01/2022
15.6,upcom,VTD,12/01/2022
13.3,upcom,HSV,12/01/2022
25,upcom,KLB,12/01/2022
13.2,upcom,NED,12/01/2022
9.4,upcom,KHB,12/01/2022
